1, 9, Ok
2, 494, Ok
3, 276, Ok
4, 447, Ok
5, 194, Ok
6, 144, Ok
7, 180, Ok
8, 184, Ok
9, 116, Ok
10, 345, Ok
11, 440, Ok
12, 480, Ok
13, 467, Ok
14, 487, Ok
15, 398, Ok
16, 438, Ok
17, 426, Ok
18, 467, Ok
19, 417, Ok
20, 391, Ok
21, 1353, Ok
22, 645, Ok
23, 1177, Ok
24, 1211, Ok
25, 750, Ok
26, 0, Failed
27, 1359, Ok
28, 1249, Ok
29, 1023, Ok
30, 763, Ok
31, 1306, Ok
32, 1454, Ok
33, 1324, Ok
34, 0, Failed
35, 997, Ok
36, 594, Ok
37, 1148, Ok
38, 697, Ok
39, 0, Failed
40, 1184, Ok
41, 0, Failed
42, 1065, Ok
43, 1210, Ok
44, 1073, Ok
45, 1092, Ok
46, 903, Ok
47, 892, Ok
48, 1153, Ok
49, 932, Ok
50, 0, Failed
51, 2678, Ok
52, 2600, Ok
53, 2655, Ok
54, 2629, Ok
55, 2927, Ok
56, 3369, Ok
57, 3308, Ok
58, 2871, Ok
59, 3138, Ok
60, 1859, Ok
61, 2905, Ok
62, 3271, Ok
63, 3123, Ok
64, 2985, Ok
65, 3480, Ok
66, 3094, Ok
67, 2864, Ok
68, 2311, Ok
69, 2698, Ok
70, 2993, Ok
71, 2894, Ok
72, 2603, Ok
73, 3811, Ok
74, 0, Failed
75, 2721, Ok
76, 3536, Ok
77, 2503, Ok
78, 2100, Ok
79, 3198, Ok
80, 3112, Ok
81, 2329, Ok
82, 3512, Ok
83, 3720, Ok
84, 3258, Ok
85, 3960, Ok
86, 0, Failed
87, 3443, Ok
88, 0, Failed
89, 4167, Ok
90, 3538, Ok
91, 3894, Ok
92, 3557, Ok
93, 3316, Ok
94, 2601, Ok
95, 3251, Ok
96, 3514, Ok
97, 3977, Ok
98, 3351, Ok
99, 3237, Ok
100, 3297, Ok
101, 8986, Ok
102, 0, Failed
103, 0, Failed
104, 0, Failed
105, 0, Failed
106, 0, Failed
107, 8540, Ok
108, 0, Failed
109, 0, Failed
110, 0, Failed
111, 0, Failed
112, 0, Failed
113, 7871, Ok
114, 0, Failed
115, 0, Failed
116, 0, Failed
117, 0, Failed
118, 0, Failed
119, 0, Failed
120, 0, Failed
121, 0, Failed
122, 0, Failed
123, 0, Failed
124, 0, Failed
125, 0, Failed
126, 0, Failed
127, 0, Failed
128, 0, Failed
129, 0, Failed
130, 0, Failed
131, 0, Failed
132, 0, Failed
133, 0, Failed
134, 0, Failed
135, 0, Failed
136, 0, Failed
137, 0, Failed
138, 0, Failed
139, 0, Failed
140, 0, Failed
141, 0, Failed
142, 0, Failed
143, 0, Failed
144, 0, Failed
145, 0, Failed
146, 0, Failed
147, 0, Failed
148, 0, Failed
149, 0, Failed
150, 0, Failed
151, 2002, Ok
152, 1672, Ok
153, 0, Failed
154, 1957, Ok
155, 2281, Ok
156, 1648, Ok
157, 1816, Ok
158, 1929, Ok
159, 1283, Ok
160, 2764, Ok
161, 2836, Ok
162, 3974, Ok
163, 1780, Ok
164, 2518, Ok
165, 3276, Ok
166, 2957, Ok
167, 0, Failed
168, 2517, Ok
169, 0, Failed
170, 3196, Ok
171, 3283, Ok
172, 0, Failed
173, 3102, Ok
174, 3847, Ok
175, 3022, Ok
176, 4063, Ok
177, 0, Failed
178, 3572, Ok
179, 3332, Ok
180, 3103, Ok
181, 0, Failed
182, 0, Failed
183, 0, Failed
184, 0, Failed
185, 0, Failed
186, 0, Failed
187, 0, Failed
188, 0, Failed
189, 0, Failed
190, 0, Failed
191, 0, Failed
192, 0, Failed
193, 0, Failed
194, 0, Failed
195, 0, Failed
196, 0, Failed
197, 0, Failed
198, 0, Failed
199, 0, Failed
200, 0, Failed
201, 0, Failed
202, 0, Failed
