1, 9, Ok
2, 352, Ok
3, 218, Ok
4, 406, Ok
5, 131, Ok
6, 144, Ok
7, 149, Ok
8, 184, Ok
9, 109, Ok
10, 345, Ok
11, 410, Ok
12, 421, Ok
13, 412, Ok
14, 388, Ok
15, 398, Ok
16, 320, Ok
17, 362, Ok
18, 378, Ok
19, 314, Ok
20, 343, Ok
21, 1247, Ok
22, 562, Ok
23, 1000, Ok
24, 961, Ok
25, 632, Ok
26, 1012, Ok
27, 1264, Ok
28, 1106, Ok
29, 905, Ok
30, 717, Ok
31, 1222, Ok
32, 1196, Ok
33, 1151, Ok
34, 1162, Ok
35, 997, Ok
36, 501, Ok
37, 1131, Ok
38, 640, Ok
39, 730, Ok
40, 933, Ok
41, 1067, Ok
42, 950, Ok
43, 1078, Ok
44, 906, Ok
45, 1047, Ok
46, 859, Ok
47, 737, Ok
48, 1107, Ok
49, 840, Ok
50, 1172, Ok
51, 2160, Ok
52, 2060, Ok
53, 2129, Ok
54, 2005, Ok
55, 2388, Ok
56, 2699, Ok
57, 2478, Ok
58, 2289, Ok
59, 2520, Ok
60, 1752, Ok
61, 2271, Ok
62, 2939, Ok
63, 2597, Ok
64, 2312, Ok
65, 2794, Ok
66, 2406, Ok
67, 2055, Ok
68, 2042, Ok
69, 2223, Ok
70, 2098, Ok
71, 2478, Ok
72, 2320, Ok
73, 3374, Ok
74, 2760, Ok
75, 2669, Ok
76, 2918, Ok
77, 1940, Ok
78, 1676, Ok
79, 2638, Ok
80, 2712, Ok
81, 2031, Ok
82, 3011, Ok
83, 2914, Ok
84, 2991, Ok
85, 3585, Ok
86, 2041, Ok
87, 3301, Ok
88, 2690, Ok
89, 3550, Ok
90, 3078, Ok
91, 3567, Ok
92, 2726, Ok
93, 2873, Ok
94, 2350, Ok
95, 2966, Ok
96, 2961, Ok
97, 3241, Ok
98, 3124, Ok
99, 2767, Ok
100, 2743, Ok
101, 8819, Ok
102, 7699, Ok
103, 9595, Ok
104, 8160, Ok
105, 8550, Ok
106, 8869, Ok
107, 7729, Ok
108, 9421, Ok
109, 8922, Ok
110, 8175, Ok
111, 9024, Ok
112, 8127, Ok
113, 6966, Ok
114, 7782, Ok
115, 6995, Ok
116, 6987, Ok
117, 9100, Ok
118, 8731, Ok
119, 8915, Ok
120, 7695, Ok
121, 9888, Ok
122, 8736, Ok
123, 8428, Ok
124, 9991, Ok
125, 8998, Ok
126, 9887, Ok
127, 6573, Ok
128, 8525, Ok
129, 9868, Ok
130, 9441, Ok
131, 8734, Ok
132, 8793, Ok
133, 6271, Ok
134, 9138, Ok
135, 9140, Ok
136, 10496, Ok
137, 9249, Ok
138, 10049, Ok
139, 7190, Ok
140, 7123, Ok
141, 7284, Ok
142, 5604, Ok
143, 9666, Ok
144, 9764, Ok
145, 9136, Ok
146, 8458, Ok
147, 9505, Ok
148, 6113, Ok
149, 9767, Ok
150, 7197, Ok
151, 1499, Ok
152, 1542, Ok
153, 1774, Ok
154, 1494, Ok
155, 1868, Ok
156, 1278, Ok
157, 1451, Ok
158, 1612, Ok
159, 1064, Ok
160, 2326, Ok
161, 2560, Ok
162, 2963, Ok
163, 1541, Ok
164, 2221, Ok
165, 2621, Ok
166, 2403, Ok
167, 3552, Ok
168, 2319, Ok
169, 3196, Ok
170, 2713, Ok
171, 2894, Ok
172, 3371, Ok
173, 2710, Ok
174, 3475, Ok
175, 2621, Ok
176, 3510, Ok
177, 3084, Ok
178, 3078, Ok
179, 2614, Ok
180, 2668, Ok
181, 6460, Ok
182, 4226, Ok
183, 8369, Ok
184, 5743, Ok
185, 4674, Ok
186, 4032, Ok
187, 3204, Ok
188, 7452, Ok
189, 7829, Ok
190, 6414, Ok
191, 8071, Ok
192, 8262, Ok
193, 9799, Ok
194, 9229, Ok
195, 9610, Ok
196, 9196, Ok
197, 6300, Ok
198, 7803, Ok
199, 9049, Ok
200, 6971, Ok
201, 9556, Ok
202, 8636, Ok
203, 9092, Ok
204, 9807, Ok
205, 9164, Ok
206, 10941, Ok
207, 8971, Ok
208, 9200, Ok
209, 6652, Ok
210, 9125, Ok
211, 20501, Ok
212, 17908, Ok
213, 21931, Ok
214, 20832, Ok
215, 24090, Ok
216, 22443, Ok
217, 18655, Ok
218, 29975, Ok
219, 24559, Ok
220, 23628, Ok
221, 2047, Ok
222, 2376, Ok
223, 2242, Ok
224, 2527, Ok
225, 2000, Ok
226, 2337, Ok
227, 1974, Ok
228, 1283, Ok
229, 1813, Ok
230, 1757, Ok
231, 2879, Ok
232, 3595, Ok
233, 3366, Ok
234, 3513, Ok
235, 2677, Ok
236, 3144, Ok
237, 3873, Ok
238, 3531, Ok
239, 3452, Ok
240, 3375, Ok
241, 7209, Ok
242, 7337, Ok
243, 4092, Ok
244, 7523, Ok
245, 5011, Ok
246, 5412, Ok
247, 5097, Ok
248, 4254, Ok
249, 5195, Ok
250, 5599, Ok
251, 8375, Ok
252, 9879, Ok
253, 7376, Ok
254, 6115, Ok
255, 10458, Ok
256, 7595, Ok
257, 8399, Ok
258, 5830, Ok
259, 8941, Ok
260, 7780, Ok
261, 7424, Ok
262, 10216, Ok
263, 9873, Ok
264, 9215, Ok
265, 6712, Ok
266, 8168, Ok
267, 8537, Ok
268, 9149, Ok
269, 10234, Ok
270, 8959, Ok
271, 18099, Ok
272, 17890, Ok
273, 30842, Ok
274, 19403, Ok
275, 11081, Ok
276, 23079, Ok
277, 33324, Ok
278, 22413, Ok
279, 25392, Ok
280, 15907, Ok
281, 21075, Ok
282, 17327, Ok
283, 19214, Ok
284, 16185, Ok
285, 21007, Ok
286, 27289, Ok
287, 22708, Ok
288, 16270, Ok
289, 30013, Ok
290, 19013, Ok
291, 28746, Ok
292, 28108, Ok
293, 28694, Ok
294, 24757, Ok
295, 20790, Ok
296, 9211, Ok
297, 13546, Ok
298, 21649, Ok
299, 28759, Ok
300, 25862, Ok
